100	50	0.09202957153320312
102	50	5.719900131225586
104	50	11.402368545532227
106	50	17.162322998046875
108	50	22.9489803314209
110	50	28.683900833129883
112	50	34.267425537109375
114	50	39.62373733520508
116	50	44.962406158447266
118	50	50.35519599914551
120	50	55.72056770324707
122	50	61.27166748046875
124	50	66.9410228729248
126	50	72.8447437286377
128	50	78.74369621276855
130	50	84.5787525177002
132	50	90.30556678771973
134	50	95.94035148620605
136	50	101.68933868408203
138	50	107.43165016174316
140	50	113.28268051147461
142	50	118.94655227661133
144	50	124.71246719360352
146	50	130.2495002746582
148	50	136.12031936645508
150	50	141.9355869293213
152	50	147.6614475250244
154	50	153.32317352294922
156	50	159.0588092803955
158	50	164.80517387390137
160	50	170.54033279418945
162	50	176.2080192565918
164	50	181.89430236816406
166	50	187.6678466796875
168	50	193.4657096862793
170	50	199.07379150390625
172	50	204.72335815429688
174	50	210.41035652160645
176	50	216.08734130859375
178	50	221.81057929992676
180	50	227.57577896118164
182	50	233.3369255065918
184	50	239.0308380126953
186	50	244.66443061828613
188	50	250.34785270690918
190	50	256.1790943145752
192	50	261.7967128753662
194	50	267.60172843933105
196	50	273.23150634765625
198	50	278.8822650909424
200	50	284.54089164733887
202	50	290.18664360046387
204	50	295.72463035583496
206	50	301.3885021209717
208	50	307.0659637451172
210	50	312.8085136413574
212	50	318.4995651245117
214	50	324.2006301879883
216	50	329.8776149749756
218	50	335.5672359466553
220	50	341.4416313171387
222	50	346.7528820037842
224	50	352.0491123199463
226	50	357.3734760284424
228	50	362.6575469970703
230	50	367.94185638427734
232	50	373.2457160949707
234	50	378.5698413848877
236	50	383.84270668029785
238	50	389.146089553833
240	50	394.4659233093262
242	50	399.7693061828613
244	50	405.09533882141113
246	50	410.3431701660156
248	50	415.637731552124
250	50	420.9468364715576
252	50	426.288366317749
254	50	431.5967559814453
256	50	436.9053840637207
258	50	442.2726631164551
260	50	447.5712776184082
262	50	452.8772830963135
264	50	458.1716060638428
266	50	463.4871482849121
268	50	469.266414642334
270	50	474.9729633331299
272	50	480.66067695617676
274	50	486.3696098327637
276	50	492.0690059661865
278	50	497.7140426635742
280	50	503.36146354675293
282	50	509.016752243042
284	50	514.74928855896
286	50	520.2980041503906
288	50	525.907039642334
290	50	531.609296798706
292	50	537.3079776763916
294	50	542.9506301879883
296	50	548.6183166503906
298	50	554.2342662811279
300	50	559.6048831939697
302	50	564.8951530456543
304	50	570.2342987060547
306	50	575.5374431610107
308	50	580.8353424072266
310	50	586.1771106719971
312	50	591.5312767028809
314	50	596.8012809753418
316	50	602.0917892456055
318	50	608.9043617248535
320	50	614.3097877502441
322	50	619.7612285614014
324	50	625.0495910644531
326	50	630.6908130645752
328	50	636.2588405609131
330	50	641.9415473937988
332	50	647.7124691009521
334	50	653.3117294311523
336	50	658.850908279419
338	50	664.5107269287109
340	50	670.2632904052734
342	50	675.9843826293945
344	50	681.5869808197021
346	50	687.1383190155029
348	50	692.6774978637695
350	50	698.406457901001
352	50	704.0231227874756
354	50	709.7611427307129
356	50	715.320348739624
358	50	720.88623046875
360	50	726.4535427093506
362	50	731.987714767456
364	50	737.5242710113525
366	50	743.2632446289062
368	50	748.8396167755127
370	50	754.4281482696533
372	50	760.289192199707
374	50	765.897274017334
376	50	771.4910507202148
378	50	776.9873142242432
380	50	782.6802730560303
382	50	788.3594036102295
384	50	794.0599918365479
386	50	799.6244430541992
388	50	805.3696155548096
390	50	810.8792304992676
392	50	816.4424896240234
394	50	821.9413757324219
396	50	827.6550769805908
398	50	833.2340717315674
400	50	838.7482166290283
402	50	844.4399833679199
404	50	850.0373363494873
406	50	855.9322357177734
408	50	861.400842666626
410	50	866.9304847717285
412	50	872.6379871368408
414	50	877.997875213623
416	50	883.3203315734863
418	50	888.6103630065918
420	50	894.3488597869873
422	50	900.0222682952881
424	50	905.6723117828369
426	50	911.3855361938477
428	50	916.703462600708
430	50	922.0116138458252
432	50	927.3462295532227
434	50	932.6088428497314
436	50	937.9396438598633
438	50	943.3197975158691
440	50	948.5483169555664
442	50	953.8424015045166
444	50	959.1565132141113
446	50	964.4205570220947
448	50	969.7072505950928
450	50	974.937915802002
452	50	980.2370071411133
454	50	985.5911731719971
456	50	990.8802509307861
458	50	996.161699295044
460	50	1001.4176368713379
462	50	1006.7183971405029
464	50	1012.0429992675781
466	50	1017.392635345459
468	50	1022.7091312408447
470	50	1028.0117988586426
472	50	1033.3693027496338
474	50	1038.672685623169
476	50	1043.9684391021729
478	50	1049.2923259735107
480	50	1054.5878410339355
482	50	1059.983491897583
484	50	1065.3579235076904
486	50	1070.7123279571533
488	50	1076.0643482208252
490	50	1081.4714431762695
492	50	1086.8265628814697
494	50	1092.2143459320068
496	50	1097.510814666748
498	50	1102.893352508545
500	50	1108.3414554595947
502	50	1113.682746887207
504	50	1119.0276145935059
506	50	1124.42946434021
508	50	1129.795789718628
510	50	1135.1776123046875
512	50	1140.594482421875
514	50	1145.9786891937256
516	50	1151.3442993164062
518	50	1156.6462516784668
520	50	1161.9880199432373
522	50	1167.4220561981201
524	50	1173.0873584747314
526	50	1178.8239479064941
528	50	1184.7238540649414
530	50	1190.459966659546
532	50	1196.1734294891357
534	50	1201.8518447875977
536	50	1207.6060771942139
538	50	1213.3939266204834
540	50	1219.0258502960205
542	50	1224.766492843628
544	50	1230.3898334503174
546	50	1236.1488342285156
548	50	1241.9424057006836
550	50	1247.4911212921143
552	50	1253.4034252166748
554	50	1259.0906620025635
556	50	1264.8894786834717
558	50	1270.6379890441895
560	50	1276.2889862060547
